Election Type,Name Raw,Office,Party,StateAbbr,StateName,County,StateFIPS,CountyFIPS,Precinct,Jurisdiction,Votes
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392340,2340,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392340,2340,27
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410392344,2344,8
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410392344,2344,6
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410392344,2344,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392344,2344,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392344,2344,0
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410392456,2456,400
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410392456,2456,704
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410392456,2456,27
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392456,2456,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392456,2456,18
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410392562,2562,467
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410392562,2562,795
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410392562,2562,36
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392562,2562,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392562,2562,27
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410392676,2676,626
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410392676,2676,789
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410392676,2676,44
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392676,2676,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410392676,2676,33
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394200,4200,102
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394200,4200,105
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394200,4200,1
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394200,4200,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394200,4200,3
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394301,4301,474
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394301,4301,727
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394301,4301,26
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394301,4301,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394301,4301,45
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394400,4400,213
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394400,4400,347
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394400,4400,13
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394400,4400,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394400,4400,11
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394500,4500,148
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394500,4500,143
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394500,4500,7
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394500,4500,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394500,4500,11
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394601,4601,837
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394601,4601,779
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394601,4601,24
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394601,4601,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394601,4601,33
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394700,4700,279
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394700,4700,380
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394700,4700,25
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394700,4700,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394700,4700,22
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394800,4800,190
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394800,4800,210
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394800,4800,4
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394800,4800,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394800,4800,18
primary,Hillary Clinton,President,DEM,OR,Oregon,Lane,41,41039,410394900,4900,209
primary,Bernie Sanders,President,DEM,OR,Oregon,Lane,41,41039,410394900,4900,354
primary,Write-ins,President,DEM,OR,Oregon,Lane,41,41039,410394900,4900,12
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394900,4900,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Lane,41,41039,410394900,4900,5
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,107
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,109
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,634
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,14
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390702 702,0702 702,42
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,19
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,17
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,155
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,9
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390704 704,0704 704,20
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,47
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,34
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,166
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,6
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390706 706,0706 706,9
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,97
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,54
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,445
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,13
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390708 708,0708 708,8
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,75
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,43
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,217
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,7
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390710 710,0710 710,15
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,111
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,84
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,569
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,18
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390712 712,0712 712,53
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,142
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,81
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,468
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,18
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390714 714,0714 714,31
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,79
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,37
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,394
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,8
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390716 716,0716 716,13
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,38
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,55
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,242
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,7
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390718 718,0718 718,19
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,38
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,41
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,147
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390720 720,0720 720,14
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,24
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,13
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,107
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,3
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390722 722,0722 722,11
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,18
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,8
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,87
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,2
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390724 724,0724 724,10
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,148
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,121
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,547
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,32
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390726 726,0726 726,25
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,38
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,37
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,129
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,10
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390728 728,0728 728,16
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,65
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,72
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,256
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,16
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390730 730,0730 730,17
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,92
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,68
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,333
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,17
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390732 732,0732 732,21
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,18
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,15
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,86
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390734 734,0734 734,4
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,42
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,57
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,189
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,7
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390736 736,0736 736,13
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,74
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,85
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,335
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,13
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390738 738,0738 738,19
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,2
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,2
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,29
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390740 740,0740 740,1
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,29
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,25
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,176
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,4
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390742 742,0742 742,12
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,36
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,36
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,126
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,5
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390744 744,0744 744,10
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,128
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,73
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,599
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,16
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390746 746,0746 746,35
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,140
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,128
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,575
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,28
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390748 748,0748 748,42
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,38
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,40
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,143
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,9
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390750 750,0750 750,7
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,95
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,43
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,322
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390752 752,0752 752,30
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,26
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,36
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,183
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,7
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390754 754,0754 754,13
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,134
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,125
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,594
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,28
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390756 756,0756 756,38
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,66
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,74
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,340
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,10
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390758 758,0758 758,19
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,87
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,44
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,298
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390760 760,0760 760,20
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,37
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,34
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,178
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,2
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390762 762,0762 762,9
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,25
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,42
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,245
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,13
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390764 764,0764 764,8
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,24
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,17
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,125
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,2
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410390766 766,0766 766,2
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,4
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,8
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,11
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391121,1121,1
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,15
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,10
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,34
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,6
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391123,1123,2
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,24
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,34
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,106
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,13
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391125,1125,6
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,56
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,106
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,187
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,26
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391127,1127,28
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,33
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,54
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,91
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,10
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391231,1231,10
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,32
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,106
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,163
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,13
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391233,1233,17
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,94
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,177
primary,Donald J Trump,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,287
primary,Write-ins,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,42
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Lane,41,41039,410391235,1235,48
primary,Ted Cruz,President,REP,OR,Oregon,Lane,41,41039,410391341,1341,2
primary,John R Kasich,President,REP,OR,Oregon,Lane,41,41039,410391341,1341,1
