congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.543,-0.416,-4.25639,0.91162,46,2,,-0.819,0.252
119,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.208,-0.051,-8.00275,0.84032,46,3,,-0.235,0.017
119,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.249,-0.072,-10.60498,0.7941,46,4,,-0.229,-0.229
119,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.305,-0.403,-9.63747,0.81098,46,6,,-0.322,-0.102
119,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.353,-0.306,-5.75741,0.87735,44,1,,-0.811,-0.048
119,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.281,0.144,-0.37518,0.99188,46,0,,0.555,0.296
119,Senate,42504,56,0,WV,200,,,"JUSTICE, James Conley, II",J000312,1951.0,,0.556,0.292,-0.00249,0.99994,42,0,,0.555,0.296
119,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.49,-0.136,-11.48421,0.77907,46,7,,-0.369,-0.047
119,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.64,-0.142,-0.00647,0.99986,46,0,,0.555,0.296
119,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.685,-0.332,-0.01616,0.99963,44,0,,0.555,0.296
119,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.538,0.197,-0.00299,0.99994,46,0,,0.555,0.296
