Election Type,Name Raw,Office,Party,State Name,County,Precinct,State Fip,CountyFIPS 3,Jurisdiction,Votes
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,372151.2,37,21,51.2,293
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,3721OS AVML,37,21,OS AVML,1865
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,3721OS LCBL,37,21,OS LCBL,3762
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,372168.1,37,21,68.1,497
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,372170.1,37,21,70.1,217
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,3721OS PCBC,37,21,OS PCBC,1515
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,372154.2,37,21,54.2,408
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Buncombe,372157.1,37,21,57.1,383
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372510-00,37,25,10-00,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-04,37,25,12-04,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-03,37,25,12-03,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-10,37,25,04-10,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-09,37,25,02-09,26
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372501-10,37,25,01-10,7
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-10,37,25,12-10,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-06,37,25,02-06,12
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-02,37,25,04-02,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-09,37,25,04-09,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-12,37,25,12-12,4
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-01,37,25,12-01,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-02,37,25,12-02,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-07,37,25,02-07,12
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372501-08,37,25,01-08,26
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372501-02,37,25,01-02,14
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-07,37,25,04-07,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-08,37,25,04-08,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-05,37,25,04-05,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-03,37,25,02-03,16
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-06,37,25,12-06,8
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,3725ABSENTEE,37,25,ABSENTEE,65
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-08,37,25,02-08,32
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-03,37,25,04-03,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-04,37,25,04-04,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-11,37,25,12-11,4
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372502-01,37,25,02-01,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372504-06,37,25,04-06,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372511-01,37,25,11-01,21
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372511-02,37,25,11-02,15
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372506-00,37,25,06-00,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372507-00,37,25,07-00,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-09,37,25,12-09,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,3725OS-HBL,37,25,OS-HBL,95
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372512-05,37,25,12-05,11
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372501-09,37,25,01-09,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Cabarrus,372501-06,37,25,01-06,10
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-07,37,25,02-07,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-05,37,25,12-05,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372511-01,37,25,11-01,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372511-02,37,25,11-02,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372507-00,37,25,07-00,0
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-06,37,25,04-06,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-04,37,25,04-04,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-03,37,25,04-03,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,3725ABSENTEE,37,25,ABSENTEE,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-09,37,25,12-09,0
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-09,37,25,01-09,1
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,3725OS-CFS,37,25,OS-CFS,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-02,37,25,01-02,5
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-03,37,25,02-03,9
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-04,37,25,12-04,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-03,37,25,12-03,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-08,37,25,01-08,5
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372509-00,37,25,09-00,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-07,37,25,12-07,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,3725OS-CBB,37,25,OS-CBB,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-08,37,25,12-08,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-10,37,25,12-10,1
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-04,37,25,01-04,9
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-12,37,25,12-12,7
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-07,37,25,01-07,1
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372508-00,37,25,08-00,0
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-05,37,25,02-05,6
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-02,37,25,02-02,10
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-05,37,25,04-05,1
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-08,37,25,04-08,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-07,37,25,04-07,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-06,37,25,02-06,0
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-09,37,25,02-09,10
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-06,37,25,01-06,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-06,37,25,12-06,2
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,3725OS-HBL,37,25,OS-HBL,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,3725OS-LOB,37,25,OS-LOB,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-02,37,25,04-02,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-01,37,25,04-01,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-08,37,25,02-08,9
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-01,37,25,12-01,1
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-02,37,25,12-02,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372502-01,37,25,02-01,5
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372501-10,37,25,01-10,7
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372512-11,37,25,12-11,3
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-10,37,25,04-10,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372504-09,37,25,04-09,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372505-00,37,25,05-00,5
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372506-00,37,25,06-00,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372510-00,37,25,10-00,4
general,Jill Stein,US PRESIDENT,,North Carolina,Cabarrus,372503-00,37,25,03-00,6
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-02,37,25,04-02,362
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-05,37,25,12-05,221
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,3725OS-LOB,37,25,OS-LOB,9043
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,3725OS-HBL,37,25,OS-HBL,3924
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-01,37,25,04-01,381
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-04,37,25,01-04,539
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-07,37,25,01-07,216
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-10,37,25,01-10,283
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-11,37,25,12-11,182
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372507-00,37,25,07-00,65
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372505-00,37,25,05-00,161
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372510-00,37,25,10-00,407
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-01,37,25,12-01,117
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-02,37,25,12-02,337
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-06,37,25,12-06,238
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-09,37,25,04-09,249
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-10,37,25,04-10,316
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-06,37,25,02-06,444
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-09,37,25,02-09,619
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372503-00,37,25,03-00,336
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-05,37,25,02-05,377
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-02,37,25,02-02,470
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-10,37,25,12-10,127
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-07,37,25,02-07,257
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-12,37,25,12-12,229
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372508-00,37,25,08-00,251
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-02,37,25,01-02,196
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-03,37,25,02-03,501
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-05,37,25,04-05,167
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-03,37,25,12-03,225
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-04,37,25,12-04,285
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,3725ABSENTEE,37,25,ABSENTEE,1564
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,3725OS-CFS,37,25,OS-CFS,4365
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-08,37,25,01-08,442
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-08,37,25,04-08,114
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-07,37,25,04-07,112
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,3725OS-CBB,37,25,OS-CBB,2838
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-07,37,25,12-07,427
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-08,37,25,12-08,191
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372511-02,37,25,11-02,243
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372511-01,37,25,11-01,661
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-06,37,25,01-06,323
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-01,37,25,02-01,245
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372509-00,37,25,09-00,135
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-03,37,25,04-03,374
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-06,37,25,04-06,285
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372504-04,37,25,04-04,197
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372502-08,37,25,02-08,673
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372501-09,37,25,01-09,71
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372512-09,37,25,12-09,232
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Cabarrus,372506-00,37,25,06-00,120
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-04,37,25,04-04,14
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-09,37,25,12-09,29
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372507-00,37,25,07-00,11
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-07,37,25,02-07,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372506-00,37,25,06-00,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-03,37,25,02-03,71
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,3725OS-HBL,37,25,OS-HBL,203
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-05,37,25,12-05,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-03,37,25,12-03,19
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-01,37,25,04-01,28
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,3725OS-LOB,37,25,OS-LOB,354
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,3725OS-CFS,37,25,OS-CFS,346
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-04,37,25,12-04,20
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-08,37,25,01-08,51
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-02,37,25,01-02,41
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-03,37,25,04-03,23
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-06,37,25,04-06,14
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-04,37,25,01-04,67
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-02,37,25,02-02,54
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-05,37,25,02-05,38
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372503-00,37,25,03-00,54
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-09,37,25,02-09,58
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-06,37,25,02-06,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-10,37,25,04-10,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-10,37,25,12-10,26
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-12,37,25,12-12,33
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-09,37,25,04-09,23
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-02,37,25,04-02,15
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-10,37,25,01-10,49
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-07,37,25,01-07,22
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372505-00,37,25,05-00,21
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372508-00,37,25,08-00,31
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372509-00,37,25,09-00,37
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-07,37,25,12-07,6
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-08,37,25,12-08,20
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,3725OS-CBB,37,25,OS-CBB,186
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-08,37,25,02-08,76
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-07,37,25,04-07,16
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372510-00,37,25,10-00,66
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-11,37,25,12-11,20
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-05,37,25,04-05,12
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372504-08,37,25,04-08,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372502-01,37,25,02-01,34
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372511-01,37,25,11-01,69
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372511-02,37,25,11-02,42
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-02,37,25,12-02,13
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-01,37,25,12-01,15
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,3725ABSENTEE,37,25,ABSENTEE,154
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372512-06,37,25,12-06,34
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-06,37,25,01-06,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Cabarrus,372501-09,37,25,01-09,18
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-02,37,25,01-02,721
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-01,37,25,12-01,97
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-02,37,25,12-02,189
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-08,37,25,01-08,647
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-11,37,25,12-11,295
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,3725ABSENTEE,37,25,ABSENTEE,2557
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-03,37,25,02-03,989
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372511-02,37,25,11-02,760
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-06,37,25,12-06,325
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372511-01,37,25,11-01,800
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-07,37,25,02-07,474
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372506-00,37,25,06-00,938
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-08,37,25,02-08,895
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-01,37,25,02-01,469
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-09,37,25,01-09,232
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372507-00,37,25,07-00,500
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-09,37,25,12-09,512
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-05,37,25,12-05,493
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-04,37,25,04-04,193
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,3725OS-HBL,37,25,OS-HBL,4906
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-06,37,25,04-06,280
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-03,37,25,04-03,456
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-10,37,25,01-10,513
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-02,37,25,02-02,758
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-05,37,25,02-05,733
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372505-00,37,25,05-00,667
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,3725OS-LOB,37,25,OS-LOB,10739
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-06,37,25,01-06,455
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-09,37,25,04-09,479
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-02,37,25,04-02,290
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-04,37,25,12-04,274
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-03,37,25,12-03,366
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,3725OS-CFS,37,25,OS-CFS,6075
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-01,37,25,04-01,379
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-07,37,25,12-07,36
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-08,37,25,12-08,219
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372510-00,37,25,10-00,1709
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-05,37,25,04-05,214
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372503-00,37,25,03-00,783
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,3725OS-CBB,37,25,OS-CBB,4462
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372509-00,37,25,09-00,944
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372508-00,37,25,08-00,1180
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-07,37,25,04-07,351
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-08,37,25,04-08,313
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372504-10,37,25,04-10,517
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-06,37,25,02-06,471
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372502-09,37,25,02-09,651
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-04,37,25,01-04,677
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372501-07,37,25,01-07,533
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-12,37,25,12-12,472
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Cabarrus,372512-10,37,25,12-10,303
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371113,37,11,13,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,3711ONE STOP,37,11,ONE STOP,21
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371109,37,11,09,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371106,37,11,06,3
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371103,37,11,03,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371118,37,11,18,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371111,37,11,11,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371105,37,11,05,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371102,37,11,02,12
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371108,37,11,08,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371114,37,11,14,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371119,37,11,19,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371116,37,11,16,3
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371107,37,11,07,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371110,37,11,10,4
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,3711ABSENTEE,37,11,ABSENTEE,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371101,37,11,01,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371104,37,11,04,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371112,37,11,12,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371117,37,11,17,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Avery,371115,37,11,15,3
general,Jill Stein,US PRESIDENT,,North Carolina,Avery,371115,37,11,15,0
general,Jill Stein,US PRESIDENT,,North Carolina,Avery,371117,37,11,17,0
general,Jill Stein,US PRESIDENT,,North Carolina,Avery,371112,37,11,12,0
